Группа_Компаний,Юр_Лицо,ИНН,Год,Бассейн,Объект_Лова,Тип_Квоты,Доля_%,Объем_Тонн,Дата_Начала_Договора,Дата_Окончания_Договора,Причина_Изменения
,"ЗАО ""АЛЬБАКОР ПРИМ""",2503030527,2026,Дальневосточный,Краб,Промышленная,4.474,157.481,04.09.2018,03.09.2033,
,ЗАО «АЛЬБАКОР ПРИМ»,2503030527,2026,Дальневосточный,Краб,Промышленная,,4.474,nan,nan,Регулятор/Инвестквоты
,"ООО ""РК ""Примрыбфлот""",2503032475,2023,Дальневосточный,Кукумария,Промышленная,27.98,403.806,29.08.2018,28.08.2033,
,"ООО ""РК ""ПРИМРЫБФЛОТ""",2503032475,2023,Дальневосточный,Кукумария (639),Промышленная,27.98,403.806,29.08.2018,28.08.2033,
,"ООО ""РК ""ПРИМРЫБФЛОТ""",2503032475,2024,Дальневосточный,Кукумария (639),Промышленная,27.98,110.185,29.08.2018,28.08.2033,Регулятор/Инвестквоты
,"ООО ""РК ""Примрыбфлот""",2503032475,2023,Дальневосточный,Минтай,Промышленная,39.391,11384.532,05.09.2018,04.09.2033,
,"ООО ""РК ""ПРИМРЫБФЛОТ""",2503032475,2023,Дальневосточный,Минтай,Промышленная,39.391,11384.532,05.09.2018,04.09.2033,
,"ООО ""РК ""ПРИМРЫБФЛОТ""",2503032475,2024,Дальневосточный,Минтай,Промышленная,39.391,10379.83,05.09.2018,04.09.2033,Биология/ОДУ
,"ООО ""РК ""Примрыбфлот""",2503032475,2023,Дальневосточный,Спизула,Промышленная,6.252,37.444,29.08.2018,28.08.2033,
,"ООО ""РК ""ПРИМРЫБФЛОТ""",2503032475,2024,Дальневосточный,Спизула (825),Промышленная,6.252,37.44,29.08.2018,28.08.2033,
,"ООО ""РК ""Примрыбфлот""",2503032475,2023,Дальневосточный,Треска,Промышленная,20.416,446.409,30.08.2018,29.08.2033,
,"ООО ""РК ""Примрыбфлот""",2503032475,2023,Дальневосточный,Треска,Промышленная,20.416,446.409,30.08.2018,29.08.2033,
,"ООО ""РК ""ПРИМРЫБФЛОТ""",2503032475,2024,Дальневосточный,Треска,Промышленная,20.416,300.825,30.08.2018,29.08.2033,Биология/ОДУ
,"ООО ""РК ""Примрыбфлот""",2503032475,2023,Дальневосточный,Трубачи,Промышленная,0.788,1.574,29.08.2018,28.08.2033,
,ООО «РК «ПРИМРЫБФЛОТ»,2503032475,2026,Дальневосточный,Трубачи,Промышленная,,0.788,nan,nan,
,"ООО ""РК ""ПРИМРЫБФЛОТ""",2503032475,2024,Дальневосточный,Трубачи (927),Промышленная,0.788,1.51,29.08.2018,28.08.2033,
,"ООО ""РК ""ПРИМРЫБФЛОТ""",2503032475,2025,Дальневосточный,Трубачи (927),Промышленная,0.788,1.563,29.08.2018,28.08.2033,
,"ООО ""РК ""ПРИМРЫБФЛОТ""",2503032475,2026,Дальневосточный,Трубачи (927),Промышленная,0.788,1.576,29.08.2018,28.08.2033,
,"ООО ""Наутилус""",2503037829,2023,Дальневосточный,Ламинарии,Промышленная,1.178,23.545,12.05.2022,11.05.2037,
,ООО «НАУТИЛУС»,2503037829,2026,Дальневосточный,Ламинарии,Промышленная,,1.178,nan,nan,
,"ООО ""НАУТИЛУС""",2503037829,2024,Дальневосточный,Ламинарии (949),Промышленная,1.178,17.655,12.05.2022,11.05.2037,
,"ООО ""НАУТИЛУС""",2503037829,2025,Дальневосточный,Ламинарии (949),Промышленная,1.178,17.061,12.05.2022,11.05.2037,
,"ООО ""НАУТИЛУС""",2503037829,2026,Дальневосточный,Ламинарии (949),Промышленная,1.178,17.646,12.05.2022,11.05.2037,
,"ООО ""Морской Бриз""",2505008333,2023,Дальневосточный,Креветка,Промышленная,36.024,395.111,29.08.2018,28.08.2033,
,"ООО ""Морской Бриз""",2505008333,2023,Дальневосточный,Креветка,Промышленная,2.819,4.651,13.04.2022,12.04.2037,
,"ООО ""Морской Бриз""",2505008333,2023,Дальневосточный,Креветка,Промышленная,6.448,268.508,29.08.2018,28.08.2033,
,"ООО ""Морской Бриз""",2505008333,2023,Дальневосточный,Креветка,Промышленная,6.448,65.492,29.08.2018,28.08.2033,
,"ООО ""МОРСКОЙ БРИЗ""",2505008333,2024,Дальневосточный,Креветка,Промышленная,36.024,313.012,29.08.2018,28.08.2033,Биология/ОДУ
,"ООО ""МОРСКОЙ БРИЗ""",2505008333,2024,Дальневосточный,Креветка,Промышленная,2.819,5.666,13.04.2022,12.04.2037,Биология/ОДУ
,"ООО ""МОРСКОЙ БРИЗ""",2505008333,2024,Дальневосточный,Креветка,Промышленная,6.448,250.718,29.08.2018,28.08.2033,Биология/ОДУ
,"ООО ""МОРСКОЙ БРИЗ""",2505008333,2024,Дальневосточный,Креветка,Промышленная,6.448,65.112,29.08.2018,28.08.2033,Биология/ОДУ
,"ООО ""МОРСКОЙ БРИЗ""",2505008333,2025,Дальневосточный,Креветка,Промышленная,36.024,254.257,29.08.2018,28.08.2033,Биология/ОДУ
,"ООО ""МОРСКОЙ БРИЗ""",2505008333,2025,Дальневосточный,Креветка,Промышленная,2.819,6.709,13.04.2022,12.04.2037,Биология/ОДУ
,"ООО ""МОРСКОЙ БРИЗ""",2505008333,2025,Дальневосточный,Креветка,Промышленная,6.448,78.967,29.08.2018,28.08.2033,Биология/ОДУ
,"ООО ""МОРСКОЙ БРИЗ""",2505008333,2026,Дальневосточный,Креветка,Промышленная,36.024,265.682,29.08.2018,28.08.2033,Регулятор/Инвестквоты
,"ООО ""МОРСКОЙ БРИЗ""",2505008333,2026,Дальневосточный,Креветка,Промышленная,2.819,7.048,13.04.2022,12.04.2037,Регулятор/Инвестквоты
,"ООО ""МОРСКОЙ БРИЗ""",2505008333,2026,Дальневосточный,Креветка,Промышленная,6.448,226.701,29.08.2018,28.08.2033,Регулятор/Инвестквоты
,"ООО ""МОРСКОЙ БРИЗ""",2505008333,2026,Дальневосточный,Креветка,Промышленная,36.024,82.107,29.08.2018,28.08.2033,Регулятор/Инвестквоты
,"ООО ""МОРСКОЙ БРИЗ""",2505008333,2026,Дальневосточный,Креветка,Промышленная,6.448,79.217,29.08.2018,28.08.2033,Регулятор/Инвестквоты
,ООО «МОРСКОЙ БРИЗ»,2505008333,2026,Дальневосточный,Креветка,Промышленная,,36.024,nan,nan,Регулятор/Инвестквоты
,ООО «МОРСКОЙ БРИЗ»,2505008333,2026,Дальневосточный,Креветка,Промышленная,,6.448,nan,nan,Регулятор/Инвестквоты
,ООО «МОРСКОЙ БРИЗ»,2505008333,2026,Дальневосточный,Креветка,Промышленная,,36.024,nan,nan,Регулятор/Инвестквоты
,ООО «МОРСКОЙ БРИЗ»,2505008333,2026,Дальневосточный,Креветка,Промышленная,,2.819,nan,nan,Регулятор/Инвестквоты
,ООО «МОРСКОЙ БРИЗ»,2505008333,2026,Дальневосточный,Креветка,Промышленная,,6.448,nan,nan,Регулятор/Инвестквоты
,"ООО ""Виктория""",2505015228,2023,Дальневосточный,Креветка,Промышленная,0.257,2.819,10.06.2020,09.06.2035,
,"ООО ""ВИКТОРИЯ""",2505015228,2024,Дальневосточный,Креветка,Промышленная,0.257,2.233,10.06.2020,09.06.2035,Биология/ОДУ
,"ООО ""ВИКТОРИЯ""",2505015228,2025,Дальневосточный,Креветка,Промышленная,0.257,1.814,10.06.2020,09.06.2035,Биология/ОДУ
,"ООО ""ВИКТОРИЯ""",2505015228,2026,Дальневосточный,Креветка,Промышленная,0.257,1.895,10.06.2020,09.06.2035,
,"ООО ""ВИКТОРИЯ""",2505015228,2026,Дальневосточный,Креветка,Промышленная,0.257,0.586,10.06.2020,09.06.2035,Регулятор/Инвестквоты
,ООО «ВИКТОРИЯ»,2505015228,2026,Дальневосточный,Креветка,Промышленная,,0.257,nan,nan,Регулятор/Инвестквоты
,ООО «ВИКТОРИЯ»,2505015228,2026,Дальневосточный,Креветка,Промышленная,,0.257,nan,nan,Регулятор/Инвестквоты
,"ПАО ""НБАМР""",2508007948,2023,Дальневосточный,Кальмар,Промышленная,6.521,891.419,31.08.2018,30.08.2033,
