Название_судна,Бортовой_номер,IMO,Тип_Модель,Год_постройки,Состояние,Регион_работы,Судовладелец_ИНН,Судовладелец,GFW_ID,GFW_Name,Регион_регистрации
Остров Сахалин,,,БМРТ,,Эксплуатация,Дальневосточный,6501074974,ЗАО «ОСТРОВ САХАЛИН»,4c16f0254-4bdc-190c-d3bc-da00fc412e7a,R82-88ME,Сахалинская обл.
Остров Шикотан,,9121132,,,Эксплуатация,Дальневосточный,2536278643,"ООО ""ВОСТОЧНАЯ РЫБА""",49c02ceea-a641-12a0-27b8-fbdc1a821830,OSTROV SHIKOTAN,Приморский край
Островной-10,,8713184,РС,,Эксплуатация,Дальневосточный,6501289105,"ООО РЫБОКОМБИНАТ ""ОСТРОВНОЙ""",9a0bfba5e-e162-a542-f0be-00abd8f10626,OSTROVNOY-10,Сахалинская обл.
Островной-2,,2941832,РС,,Эксплуатация,Дальневосточный,6501289105,"ООО РЫБОКОМБИНАТ ""ОСТРОВНОЙ""",abe982b80-03e0-dd02-a41c-8210dc95b333,OSTROVNOY-2,Сахалинская обл.
Островной-5,,9065364,РС,,Эксплуатация,Дальневосточный,6501289105,"ООО РЫБОКОМБИНАТ ""ОСТРОВНОЙ""",8ff946719-959f-baf8-710e-7e146343b40b,OSTROVNOY-5,Сахалинская обл.
Островной-6,,9213923,,,Эксплуатация,Дальневосточный,6501289105,"ООО РЫБОКОМБИНАТ ""ОСТРОВНОЙ""",97c76607f-fa73-398c-8a79-8d72e0c53388,OSTROVNOY-6,Сахалинская обл.
Островной-9,,9057977,РС,,Эксплуатация,Дальневосточный,6501289105,"ООО РЫБОКОМБИНАТ ""ОСТРОВНОЙ""",b149556e2-2cbd-8fbe-ca6b-3b91bb8fb8ee,OSTROVNOY-9,Сахалинская обл.
Охотск,,9925758,СРТМ,,Эксплуатация,Дальневосточный,2722090350,"АО ""Дальневосточное морепромышленное объединение""",227137276-6192-846f-39d6-c8fb6e29479c,OKHOTSK,Хабаровский край
ПР 376,ПР 376,,,,Эксплуатация,,9110002455,"ООО ""АЛЬЯНС-НТИ""",a1b2c656b-b5d9-3016-a2ee-763001361437,PC-376,Республика Крым
ПСК РА Стрежень,,,,,Эксплуатация,,3002005049,"ПСК ""РА ""Стрежень""",f0679efe2-281e-95c5-ce8f-ce1b3ac291e4,RA,Астраханская обл.
Павел Кутахов,,8607282,РТ,,Эксплуатация,Дальневосточный,6511000178,ЗАО «КУРИЛЬСКИЙ РЫБАК»,274620016-6683-08c9-4cf4-11b0b328a62a,PAVEL KUTAKHOV,Сахалинская обл.
Павел Панин,,7703998,БМРТ,,Эксплуатация,Дальневосточный,2721023255,"ООО ""ВОСТОКРЫБПРОМ""",d9048d4ec-c1fd-fc76-fde6-fe4740ad5863,PAVEL PANIN,Приморский край
Пасифик Орион,,,,,Эксплуатация,Дальневосточный,2536010639,"АО ""Р/К ""ВОСТОК-1""",a57117498-8436-5a83-2945-37ec39416c10,ORION,Приморский край
Пасифик Хантер,,,СРТМ,,Эксплуатация,Дальневосточный,2704007990,"ООО ""АНТЕЙ""",,,Приморский край
Персей,,9043794,РС,,Эксплуатация,Дальневосточный,4100006765,"ООО РК «ЛУНТОС""",b3460143a-adc7-d955-7252-e1e5bc4559bc,PERSEY,Камчатский край
Петр 1,,8907113,ТР,,Эксплуатация,Дальневосточный,8701003484,"АО «ТРАЛФЛОТ""",bfac882bc-c0bd-0ef0-d808-482382ef6654,PETR 1,Хабаровский край
Петр Богданов,,,ТР,,Эксплуатация,Дальневосточный,4101120252,"ООО ""РИКО""",,,Камчатский край
Петр Ильин,,8901535,ТР,,Эксплуатация,Дальневосточный,4101013772,"АО ""Акрос""",84cd67357-7f47-cb67-a67e-20a4dd3763e2,PETR ILJIN,Камчатский край
Петропавловск,,8817734,БМРТ,,Эксплуатация,Дальневосточный,2543140340,"ООО ""ОУШЕН ФИШ""",7970ebf9f-f8a1-17db-2a97-d2741b61fa8e,PETROPAVLOVSK,Приморский край
Печора,МК-0642,,,,Эксплуатация,Северный,8300080121,«СПК РК «АНДЕГ»,3205af4ab-b8f9-6816-13f0-eaab45feca87,PECHORA,Мурманская обл.
Пик Надежды,,8986834,МРТР,,Эксплуатация,Дальневосточный,2508111410,"ООО НРК ""МАРЕН""",58a602d9f-ff79-6505-d874-7fd6a41c6fe7,PIK NADEZHDY,Приморский край
Пик Надежды,,,МРТР,,Эксплуатация,Дальневосточный,2508111410,"ООО НРК ""МАРЕН""",,,Магаданская обл.
Пиленга,,9101003,БМРТ,,Эксплуатация,Дальневосточный,6501012632,"ЗАО «ПИЛЕНГА""",1752cdc07-7712-2a23-3c27-c1b735d212e0,PILENGA,Сахалинская обл.
Пиленга-2,,9120310,БМРТ,,Эксплуатация,Дальневосточный,6501012632,"ЗАО «ПИЛЕНГА""",a7789c12e-ef58-e5fb-40ef-91ea3a4f6036,PILENGA 2,Сахалинская обл.
Пионер Николаева,,7942180,БМРТ,,Эксплуатация,Дальневосточный,2536053382,АО ТУРНИФ,cb4c5bb15-5f68-ac38-4116-9ec72739de6f,PIONER NIKOLAEVA,Приморский край
Планета,,,РС,,Эксплуатация,Дальневосточный,4101016808,РК ИМ. В.И. ЛЕНИНА,c3b5cf01b-b09e-8938-8895-99f81844d873,PLANETA,Камчатский край
Подъяпольск,,,СТР,,Эксплуатация,Дальневосточный,2503029553,"ОАО ""РК ""ПРИМОРЕЦ""",408d114d6-678a-14f6-08d9-8df328149d54,PODYAPOLSK,Приморский край
Полар Стар,,,СРТМ,,Эксплуатация,Северный,2505008333,"ООО ""МОРСКОЙ БРИЗ""",442d2f796-6bfe-d7da-edb4-fcaff7ae47ed,STAR,Мурманская обл.
Поллукс,,8834562,,,Эксплуатация,Дальневосточный,4100000530,"АО ""ОКЕАНРЫБФЛОТ""",810ec8c29-9310-0635-2da8-8ad5e98afe46,POLLUKS,Камчатский край
Поронай,,8811807,РС,,Эксплуатация,Дальневосточный,2536312206,"ООО ""КАМЧАТКА КРАБ""",169f5c609-97e2-4e36-02d5-4e3a039ff107,PORONAY,Приморский край
Порфирий Чанчибадзе,,8228684,БМРТ,,Эксплуатация,Дальневосточный,2543165062,"ООО ""СОЮЗНЫЕ РЫБНЫЕ ПРОМЫСЛЫ""",6ae0c5111-1c6e-44b0-567c-dc2848dc75f3,PORFIRY CHANCHIBADZE,Приморский край
Приморье,,8860559,,,Эксплуатация,Дальневосточный,2503029553,"ОАО ""РК ""ПРИМОРЕЦ""",63d5df9a8-801c-7daa-4c9c-71a9b24d57c1,PRIMORYE,Приморский край
Проект,М-0228,8520769,,,Эксплуатация,Северный,5105003590,ООО «ГЕЛА»,eaed1b0f0-0009-12b6-2a06-44940fb528b1,PROEKT,Мурманская обл.
Проект-1,МК-0542,9200160,,,Эксплуатация,Северный,5105003590,ООО «ГЕЛА»,b6e06abcb-b874-2162-bc85-f9920b0c51b3,PROEKT-1,Мурманская обл.
Прометей,,8401080,СРТМ,,Эксплуатация,Дальневосточный,6501237700,"ООО ""РОСРЫБФЛОТ""",32e88de7c-c2e8-7fcb-a1b3-fec4e3806ecf,PROMETEY,Камчатский край
Путь рыбака,,,,,Эксплуатация,,3002005120,"АО ""Астрахань-Рыба""",6cc83de16-6a6f-f32e-e3ff-896a9bd72e63,,Республика Дагестан
РТМК-С К-2184,К-2184,,,,Эксплуатация,Норвежский,3908021441,"АО ""РПК ""РЫБФЛОТ-ФОР""",dee11b37b-b7bd-5946-171d-720f279da35e,GEORGE>2<TN12MM>6790,Калининградская обл.
РТМКС КД-2201,КД-2201,,РТМКС,,Эксплуатация,Норвежский,3908021441,"АО ""РПК ""РЫБФЛОТ-ФОР""",66c951178-8a0c-af27-af57-07f879de82da,CHINACOASTGUARD2201,Калининградская обл.
Рассвет,,8667048,РШ,,Эксплуатация,Дальневосточный,6518006725,"ООО  ""ДЕЛИСА ПЛЮС""",7df6de6b8-88ea-f21a-fc38-8ce6d2b4039b,RASSVET,Сахалинская обл.
Рашков,ВК-0755,8722123,,,Эксплуатация,Северный,5190081090,"ООО ""Антей Север""",e374f0432-2319-7db6-e0c3-8330a3b91e7c,RASHKOV,Мурманская обл.
Рашков,ВК-0755,8722123,,,Эксплуатация,Северный,7714566549,"ООО ""ЗИГРАНД""",e374f0432-2319-7db6-e0c3-8330a3b91e7c,RASHKOV,Мурманская обл.
Реал,,,СРТМ,,Эксплуатация,Дальневосточный,4101142626,"ООО ""СЕВЕР""",8ed92ad43-387a-c69c-d299-ba49ceaf2374,REAL,Хабаровский край
Регул,,9187265,СТР,,Эксплуатация,Дальневосточный,6518009557,"ООО ""ОСТРОВНОЙ-КРАБ""",e41219ccd-d39f-8ce3-137d-c9b80d9187e2,REGUL,Сахалинская обл.
Регул,,9187265,СТР,,Эксплуатация,Дальневосточный,4101138370,ООО «ПОЛАР СИ»,e41219ccd-d39f-8ce3-137d-c9b80d9187e2,REGUL,Камчатский край
Ретинское,М-0139,9101039,,,Эксплуатация,Северный,5190411189,"АО ""СЗРК-М""",039ddbf1b-bf95-a2cb-683a-78460bb61d28,RETINSKOE,Мурманская обл.
Русь,,,СТР,,Эксплуатация,Дальневосточный,2704007990,"ООО ""АНТЕЙ""",0decd26a9-9e40-7fa8-42dc-5ede50bdbec4,EVA,Приморский край
Рыбак,МК-0356,,,,Эксплуатация,Северный,5100000010,ПАО «МУРМАНСКИЙ ТРАЛОВЫЙ ФЛОТ» ИЛИ ПАО «МТФ»,4fc1d2f91-1dfd-4fd6-2a54-1c6573d529a8,RYBAK,Мурманская обл.
Рыболов-1,,8723880,СРТМ,,Эксплуатация,,7709956007,"ООО ""РЫБОЛОВНАЯ КОМПАНИЯ ""БУХТА УДАЧИ""",c5e13ccae-eccd-abc6-4ded-e2057195ee98,RYBOLOV-1,г. Севастополь
Рысь,,9005314,РШ,,Эксплуатация,Дальневосточный,2518000814,"ПАО ""ПБТФ""",4bdbb4552-2a88-1e48-7407-cd553084995e,RYS,Приморский край
Рысь,,9005314,РШ,,Эксплуатация,Дальневосточный,6500010784,"ООО ""ОПЛОТ ПЛЮС""",4bdbb4552-2a88-1e48-7407-cd553084995e,RYS,Сахалинская обл.
СЕВЕРНЫЙ ОРЕЛ,МК-0557,,,,Эксплуатация,Северный,5193404006,"ООО ""АРКТИКФЛОТ""",801ad650c-c919-743f-0ede-6acd4cbb1d17,SEVERNIY OREL,Мурманская обл.
СИА СТАР 1,,,,,Эксплуатация,,4101156749,"ООО ""ЭКО ФИШ""",1ba2184a2-2ea5-991e-2d0d-f8acb2420a02,,Республика Дагестан
СОЛИДАРНОСТЬ,,8907084,,,Эксплуатация,Дальневосточный,4909117170,"АО ""Магадантралфлот""",7e1225a2b-b282-e437-b211-5f320eb33caa,SOLIDARNOST,Камчатский край
ССК-1,,,,,Эксплуатация,Дальневосточный,6501192336,"ООО ""САХАЛИНСКАЯ САЙРОВАЯ КОМПАНИЯ""",8f6c51621-1a82-e2c6-7479-568ff9f496d6,SSK1,Сахалинская обл.
ССК-2,,8747977,,,Эксплуатация,Дальневосточный,6501192336,"ООО ""САХАЛИНСКАЯ САЙРОВАЯ КОМПАНИЯ""",1a153ba95-54db-f7a6-4408-133a73a00133,JUI YING,Сахалинская обл.
ССК-3,,8747989,РШ,,Эксплуатация,Дальневосточный,6501207487,"ООО ""САЙРА""",594aebcd6-6549-6c6e-9235-16e073414bab,SSK 3,Сахалинская обл.
ССК-3,,8747989,,,Эксплуатация,Дальневосточный,6501192336,"ООО ""САХАЛИНСКАЯ САЙРОВАЯ КОМПАНИЯ""",594aebcd6-6549-6c6e-9235-16e073414bab,SSK 3,Сахалинская обл.
ССК-5,,8747991,РШ,,Эксплуатация,Дальневосточный,6501207494,"ООО ""САРГАН""",e051833a0-0baf-f31b-2814-5cc94e4175ce,SHIAN MAAN NO.12,Сахалинская обл.
ССК-5,,8747991,,,Эксплуатация,Дальневосточный,6501192336,"ООО ""САХАЛИНСКАЯ САЙРОВАЯ КОМПАНИЯ""",e051833a0-0baf-f31b-2814-5cc94e4175ce,SHIAN MAAN NO.12,Сахалинская обл.
ССК-6,,8748000,,,Эксплуатация,Дальневосточный,6501192336,"ООО ""САХАЛИНСКАЯ САЙРОВАЯ КОМПАНИЯ""",4028a4375-5853-5eaa-60a2-49d9a3ec101c,JIIN-TA-HORNG-NO168,Сахалинская обл.
ССК-6,,8748000,РШ,,Эксплуатация,Дальневосточный,6501207487,"ООО ""САЙРА""",4028a4375-5853-5eaa-60a2-49d9a3ec101c,JIIN-TA-HORNG-NO168,Сахалинская обл.
ССК-8,,8748000,,,Эксплуатация,Дальневосточный,6501192336,"ООО ""САХАЛИНСКАЯ САЙРОВАЯ КОМПАНИЯ""",4028a4375-5853-5eaa-60a2-49d9a3ec101c,JIIN-TA-HORNG-NO168,Сахалинская обл.
СЯМ «Групер»,,,,,Эксплуатация,Дальневосточный,4101153635,"АО ""ЯМСЫ""",,,Камчатский край
СЯМ ЭБИСУ,,,,,Эксплуатация,Дальневосточный,2521015225,"ООО ""ВЕЛЕС-СНЕК""",,,Приморский край
Саами,МК-0547,9207522,,,Эксплуатация,Северный,5193410419,"ООО ""СААМИ""",1272e7b6f-f6c9-012b-3d08-8d021c11f257,SAAMI,Мурманская обл.
Сайда,СП-0164,,,,Эксплуатация,,1011008571,"ООО ""РК ""ВИРМА""",1f0a724d6-685a-041f-938d-8d81e63ed765,SAYKA,г. Санкт-Петербург
Салацгрива,М-0393,,,,Эксплуатация,Северный,5190411189,"АО ""СЗРК-М""",,,Мурманская обл.
Санкити Мару № 5,,8967761,РС,,Эксплуатация,Дальневосточный,6518004823,"ООО ""СОЮЗОКЕАН""",9f5bdbdb6-68e0-7178-7a78-7a3e53da30dd,SANKITI MARU 5,Сахалинская обл.
Санкт-Петербург,МК-0158,9671307,,,Эксплуатация,Северный,5190057114,"ООО ""МРК""",a9d37bddc-c1a5-9c3f-088d-7e5fd1fd354f,SANKT-PETERBURG,Мурманская обл.
Санта,М-0385,9378747,,,Эксплуатация,Северный,1011007070,"КОЛХОЗ ""БЕЛОМОР""",a44a63cf8-804c-9471-eb92-6b7b0d46319d,SANTA,Мурманская обл.
Сантана,,,СРТМ,,Эксплуатация,Дальневосточный,2503030527,"АО ""АЛЬБАКОР ПРИМ""",e751fd81e-ef33-2f59-df13-87bb87b4e642,SANTANA,Сахалинская обл.
Санфиш,,,БМРТ,,Эксплуатация,Дальневосточный,6501292475,"ООО ""МЕРКУРИЙ""",db1d452c1-1ca6-0cc7-f4b1-8db20cd8b89a,SUNFISH,Камчатский край
Сапфир II,,,,,Эксплуатация,Северный,2921001587,МОСКОВСКИЙ ФЛ РК ИМ. М. И. КАЛИНИНА,4ec8f7ca0-075e-55bb-f9f2-857f2f2ff705,SAPFIR,Мурманская обл.
Сарда,,,РС,,Эксплуатация,Дальневосточный,6501289105,"ООО РЫБОКОМБИНАТ ""ОСТРОВНОЙ""",2d1d1c992-28e2-db8b-fcb3-20394652e1df,SARDA,Сахалинская обл.
Сартанг,,8875815,РС,,Эксплуатация,Дальневосточный,2536312213,"ООО ""ПАСИФИК КРАБ""",04ca61832-26ee-fa5d-3e23-fd223febd62b,SARTANG,Приморский край
Светлый,,,СДС,,Эксплуатация,Дальневосточный,6515002391,"ООО ""ГРАНИС""",aea988a3b-ba9e-bbc3-a286-fca53fbdfa59,SVETLYY,Сахалинская обл.
Святитель Николай,,,ТР,,Эксплуатация,Дальневосточный,6518004358,"ООО ""САНДИ""",5ecca5d00-0a28-45de-65fe-9b551f618d19,SVYATITEL NIKOLAY,Сахалинская обл.
Святогор,,8834782,СТР,,Эксплуатация,Дальневосточный,6501289105,"ООО РЫБОКОМБИНАТ ""ОСТРОВНОЙ""",4e6daba9d-dd8f-9490-36af-fd554149e1d8,SVYATOGOR,Сахалинская обл.
Святой Спиридон,МК-0561,9233129,,,Эксплуатация,Северный,5190045775,"ООО ""АРКТИКХОЛДИНГ""",f21868ebc-ce3e-66b3-9a78-523b017d6e65,SVYATOY SPIRIDON,Мурманская обл.
Северная Земля,М-0340,9551923,,,Эксплуатация,Северный,5190158698,ООО «РКФ»,e7ddaead9-9dc3-30d9-43c2-194a20a6ddd6,SEVERNAYA ZEMLYA,Мурманская обл.
Северянин II,МК-0215,7311824,,,Эксплуатация,Северный,5190089081,АО «СЕВРЫБКОМФЛОТ»,fcc2a6f77-7f00-b6f8-23c0-b78bb81a465d,SEVERYANIN II,Мурманская обл.
Севрыба-1,МК-0240,8801187,,,Эксплуатация,Северный,1001082008,"ООО «ВИРМА""",bf448fea6-6b0d-2fc5-23f3-eff3420f3ae3,SEVRYBA-1,Мурманская обл.
Седанка,,8847105,СТР,,Эксплуатация,Дальневосточный,2503032468,"ООО ""РК ""НОВЫЙ МИР""",3c4a58099-9dc4-6f3d-417d-1b0e23abcd5c,SEDANKA,Приморский край
Сергей Бочкарев,,8907022,,,Эксплуатация,Дальневосточный,2508044467,"ООО «СОФКО""",9bdff5a2d-d13a-c1a1-e8ac-1d7c71e42327,SERGEY BOCHKAREV,Хабаровский край
Сергей Новоселов,,,БМРТ,,Эксплуатация,Дальневосточный,4101016808,РК ИМ. В.И. ЛЕНИНА,,,Камчатский край
Серово,,8033235,СТР,,Эксплуатация,Дальневосточный,2518000814,"ПАО ""ПБТФ""",59066796a-a052-9a50-4b0f-ca90ba88fbe6,SEROVO,Приморский край
Сероглазка,,9076454,БМРТ,,Эксплуатация,Дальневосточный,4101016808,РК ИМ. В.И. ЛЕНИНА,a1f48d885-5ceb-f092-dbe1-57187f865ca0,SEROGLAZKA,Камчатский край
Си Хантер,,,СРТМ,,Эксплуатация,Дальневосточный,4909053889,"ООО «ТИХРЫБКОМ""",55c122f11-107c-6f0b-a20b-3fb26dba6ea7,ZHESHENGYU05528,Магаданская обл.
Сивинд-1,,,БМРТ,,Эксплуатация,Дальневосточный,2508007948,"ПАО ""НБАМР""",9ca075bf8-8c72-f5b7-232b-1e0e510d2f5e,SIVIND,Приморский край
Сиглан,,8116312,БМРТ,,Эксплуатация,Дальневосточный,2500000073,"АО ""ДАЛЬРЫБА""",2cfcab44c-cb80-527c-4963-cfc27f36b1d0,VICTORY,Приморский край
Соверен,,8703593,СРТМ,,Эксплуатация,Дальневосточный,4101142626,"ООО ""СЕВЕР""",ba9b8a0a6-6177-238c-d093-e67e7f4f311a,SOVEREN,Хабаровский край
Советское,,8826852,СТР,,Эксплуатация,Дальневосточный,2543105698,"ООО «ТРИЕРА""",e7e53e8f0-0e72-2958-d5b6-6e66414277f7,SOVETSKOE,Приморский край
Советское,,8826852,СТР,,Эксплуатация,Дальневосточный,2543155515,"ООО ""АКВАПРОМ ИНВЕСТ""",e7e53e8f0-0e72-2958-d5b6-6e66414277f7,SOVETSKOE,Приморский край
Сокол,,8899914,РШ,,Эксплуатация,Дальневосточный,2508113992,"АО ""ПРИМРЫБФЛОТ""",192467765-583e-f527-8462-4ed48563db43,SOKOL,Приморский край
Солборг,,8705838,СРТМ,,Эксплуатация,Дальневосточный,4100021636,"ООО ""РОСКАМРЫБА""",f1de0789d-df04-7949-ea43-5720251593b4,SOLBORG,Камчатский край
Солид 1,,,СРТМ,,Эксплуатация,Дальневосточный,4101142626,"ООО ""СЕВЕР""",d33a9adf9-9322-f706-756d-4b4f8cbb7fa9,MV SOLID ONE        ,Хабаровский край
Спарта,ВК-0823,,,,Эксплуатация,Северный,7714566549,"ООО ""ЗИГРАНД""",67c221e78-81b7-b46d-9966-9fe7510b276f,SPARTA,Мурманская обл.
Спарта,ВК-0823,,,,Эксплуатация,Северный,5190081090,"ООО ""Антей Север""",67c221e78-81b7-b46d-9966-9fe7510b276f,SPARTA,Мурманская обл.
Спокойный,,8730106,ТР,,Эксплуатация,Дальневосточный,6504004372,"ООО ""НАСПОЛ""",b7847d084-4714-2c3f-c6d4-96fbb8e0eba9,SPOKOYNYY,Сахалинская обл.
Стакфелл,МК-0225,,,,Эксплуатация,Северный,5190059270,"ООО ""БАРЕНЦБИОРЕСУРС""",,,Мурманская обл.
Стар-1,,,РШ,,Эксплуатация,Дальневосточный,6511000178,ЗАО «КУРИЛЬСКИЙ РЫБАК»,91a5ab91e-e318-da2d-69c0-13e49dba70cd,SANTA11,Сахалинская обл.
Старый Арбат,К-1990,,БАТМ,,Эксплуатация,Норвежский,3903000159,"ЗАО ""ВЕСТРЫБФЛОТ""",,,Калининградская обл.
Стелла Карина,,,СКТР,,Эксплуатация,Дальневосточный,2537089631,"ООО ""ИСТОК-АБ""",e268135db-bf75-90d1-144d-150b0bcce6a1,STELLA KARUNA,Приморский край
Стелла Карина,,,СКТР,,Эксплуатация,Дальневосточный,4909056047,"ООО ""МАГАДАНРЫБА""",e268135db-bf75-90d1-144d-150b0bcce6a1,STELLA KARUNA,Магаданская обл.
Стоечный рыбоперерабатывающий плавзавод БСП-9250,БСП-9250,9055890,,,Эксплуатация,Дальневосточный,8201002813,"РЫБОЛОВЕЦКАЯ АРТЕЛЬ ""ОЛЮТОРСКАЯ""",95a267633-3485-4d3f-2f3a-5dde19ddf658,V MARIA INMACULADA,Камчатский край
Стрелец,М-0269,9158197,,,Эксплуатация,Северный,5191407604,"ООО «СТРЕЛЕЦ""",91d8204f5-5610-3baf-1409-4747f5c70296,STRELETS,Мурманская обл.
Сунтар,,8810504,СРТМ,,Эксплуатация,Северный,2704007990,"ООО ""АНТЕЙ""",05a94f7db-ba98-6550-1e13-90e6e2a635e0,SUNTAR,Мурманская обл.
Таврический,М-0126,8924513,,,Эксплуатация,Северный,5111000421,"СПК РК ""ВСХОДЫ КОММУНИЗМА""",d9480a3e0-0040-ab55-98b8-37f1eb06d44f,TAVRICHESKIY,Мурманская обл.
Тайе Мару-58,,,РШ,,Эксплуатация,Дальневосточный,6518005270,"ООО ПКФ ""ЮЖНО-КУРИЛЬСКИЙ РЫБОКОМБИНАТ""",5d5ec1a9c-ca44-8b08-efd4-e98f45ea33eb,MARU MARU,Сахалинская обл.
Талан,,9141194,РШ,,Эксплуатация,Дальневосточный,4909070355,ООО «МАГ-СИ ИНТЕРНЕШНЛ»,106cb9f49-94b9-cec3-f95a-b0f89aa3b83c,TALAN,Магаданская обл.
Таланг,,,,,Эксплуатация,Дальневосточный,6501289105,"ООО РЫБОКОМБИНАТ ""ОСТРОВНОЙ""",2d8e72f6b-beea-691f-082f-9c4b35e66122,TA LANG 9 HAO,Сахалинская обл.
Таманго,ВК-0735,6928553,,,Эксплуатация,Северный,5190081090,"ООО ""Антей Север""",cd06c7464-45c5-6896-be19-1ca6bf77cf99,TAMANGO,Мурманская обл.
Тари,,,СРТМ,,Эксплуатация,Дальневосточный,2723050060,"ООО ""СИГМА МАРИН ТЕХНОЛОДЖИ""",fb1f3358b-b283-210d-fc9b-560d548ac755,TARI,Хабаровский край
Тарпон,,8033510,,,Эксплуатация,Дальневосточный,4101153635,"АО ""ЯМСЫ""",6b2c69ff4-4059-a693-a82e-32801ce654c2,TARPON,Камчатский край
Таурус,,,РС,,Эксплуатация,Дальневосточный,2543164220,"ООО ""ДВКК""",283d045e1-1c31-ccca-8192-688d64df7d06,TAURUS,Приморский край
Таурус,МК-0411,,,,Эксплуатация,Северный,5191407587,АО «ТАУРУС»,283d045e1-1c31-ccca-8192-688d64df7d06,TAURUS,Мурманская обл.
Тезей,М-0268,9082295,,,Эксплуатация,Северный,5190500022,АО НПП «ВЕГА»,f30575714-4a6e-39b3-00aa-a716bacb06e6,L/L TEZEY,Мурманская обл.
Тенор,,,СРТМ,,Эксплуатация,Дальневосточный,4101087870,"АО ""УТРФ-КАМЧАТКА""",1357c3abe-e88c-35e4-3281-05c5c913f8dd,TENOR,Камчатский край
Териберка,МК-0562,8931748,,,Эксплуатация,Северный,5110330018,"СПК РК ""МУРМАН""",319b518b3-3a11-6a0f-c12d-b48a8421070f,TERIBERKA,Мурманская обл.
Технолог Саркисов,,9101053,СРТМ,,Эксплуатация,Дальневосточный,2540078397,"АО ""ДАЛЬРЫБПРОМ""",d3d54fc57-76dd-8037-a835-e72194c6e5b9,TEKHNOLOG SARKISOV,Приморский край
Тибурон,,,,,Эксплуатация,Дальневосточный,4101153635,"АО ""ЯМСЫ""",a100d9755-536f-b1ee-a6a0-42896a267bc5,TIBURON,Камчатский край
Титанит,,,РС,,Эксплуатация,Дальневосточный,6518009557,"ООО ""ОСТРОВНОЙ-КРАБ""",866c725aa-a1b7-885e-60b4-ce1b9648ca1c,TITANIA,Сахалинская обл.
Томкод,,9055307,,,Эксплуатация,Дальневосточный,4101153635,"АО ""ЯМСЫ""",fa102851e-eacd-77d4-9e82-7dcac3b14d34,TOMKOD,Камчатский край
Тор,М-0192,,,,Эксплуатация,Северный,5190500022,АО НПП «ВЕГА»,7ca31575f-f20b-e026-5c19-d4e617979d4e,TOR,Мурманская обл.
Торок,,,,,Эксплуатация,Дальневосточный,6501090750,"ООО ""КОНДОР-ТРАНСПОРТ""",5952f913e-ea13-9661-baa0-d7c43a230d53,TOROA,Сахалинская обл.
Триумф,,9047934,ЯМС,,Эксплуатация,Дальневосточный,2536010639,"АО ""Р/К ""ВОСТОК-1""",7300ff270-0bc5-d35d-1511-364690b1f9b1,TRIUMF,Приморский край
Тугур,,9042817,РС,,Эксплуатация,Дальневосточный,2536308584,"АО ""Т-КРАБ""",00fa8a312-2933-6851-fc30-6235a4cadfa9,TUGUR,Приморский край
Тугур,,9042817,СРТМ,,Эксплуатация,Дальневосточный,2500000073,"АО ""ДАЛЬРЫБА""",00fa8a312-2933-6851-fc30-6235a4cadfa9,TUGUR,Приморский край
Тунгир,,8651453,РС,,Эксплуатация,Дальневосточный,2536312213,"ООО ""ПАСИФИК КРАБ""",8d668176d-d191-ce06-ba1b-0aeb7926041f,TUNGIR,Приморский край
Угулан,,8804074,СРТМ,,Эксплуатация,Северный,2704007990,"ООО ""АНТЕЙ""",11d71e1b6-6112-d3c5-5b8c-089db8c87877,UGULAN,Мурманская обл.
Узон,,8747276,СТР,,Эксплуатация,Дальневосточный,2508110494,"ООО ""РК ""ТИХИЙ ОКЕАН""",a5b0dca6a-ae27-3f41-ff13-adc987d283aa,UZON,Приморский край
Ультимат 1,,,РС,,Эксплуатация,Дальневосточный,2536304773,"ООО ""ПРИМКРАБ""",a0b3b9940-0ad4-c863-b7fd-2417171d52c0,ULTIMATE,Приморский край
ФОРИНТ,,9267041,,,Эксплуатация,Дальневосточный,4101142626,"ООО ""СЕВЕР""",6850e6c44-4d2a-8ad4-b87a-bc2e2ccfdda2,FORINT,Хабаровский край
Феникс,,,СРТМ,,Эксплуатация,Дальневосточный,6501237700,"ООО ""РОСРЫБФЛОТ""",5bf1eb0be-e48f-d51b-b819-3fb146e854b6,FENIKS,Камчатский край
Флагман,,8936530,РС,,Эксплуатация,Дальневосточный,2536304773,"ООО ""ПРИМКРАБ""",5a9be03a8-8187-5032-1546-1cf304ee3dd5,FLAGMAN,Приморский край
Фрегат,,,СДС,,Эксплуатация,Дальневосточный,2536084366,"ООО ""ПРИМРЫБФЛОТ""",50568c88f-f3e1-9271-44c4-4daac37b51c4,FREGAT,Приморский край
Хабаровск,,9828546,СРТМ,,Эксплуатация,Дальневосточный,4101142626,"ООО ""СЕВЕР""",39197d66b-b320-c1b6-6631-47fe2041bc42,KHABAROVSK,Хабаровский край
Хайлюлинский,,,,,Эксплуатация,Дальневосточный,8203010714,"АО ""КОЛХОЗ ИМ. БЕКЕРЕВА""",,,Камчатский край
Харбиз,,9037630,РШ,,Эксплуатация,Дальневосточный,4909053889,"ООО «ТИХРЫБКОМ""",8032f7f96-6733-dba5-5f6b-39533f07b0b2,HARBIZ,Магаданская обл.
