ИНН,Юр_Лицо,Группа_Компаний,Исключить,Комментарий,Директор_ListOrg
2536319762,"ООО ""ДАЛЬНЕВОСТОЧНЫЙ КРАБ""",,,,"( АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация; учредитель ООО ""ПРИМКРАБ"" , ООО ""ПРИМКРАБ"" - учредитель; - генеральный директор до 12.11.2021 * , учредитель до 22.11.2024 * ; - генеральный директор до 08.09.2020 * ) ООО ""Б-КРАБ"" ( АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация; ООО ""ПРИМКРАБ"" - учредитель; - генеральный директор до 12.10.2022 * , учредитель до 22.11.2024 * ; - генеральный директор до 08.10.2020 * ; - учредитель до 09.09.2022 * ) ООО ""ПАСИФИК КРАБ"" ( АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация; ООО ""ПРИМКРАБ"" - учредитель; - генеральный директор до 12.11.2021 * , учредитель до 22.11.2024 * ; - генеральный директор до 17.09.2020 * ) ( АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация; ООО ""ПРИМКРАБ"" - учредитель; - генеральный директор до 12.11.2021 * , учредитель до 22.11.2024 * ; - генеральный директор до 17.09.2020 * ) ООО ""П-КРАБ"" ( АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация; ООО ""ПРИМКРАБ"" - учредитель; - генеральный директор до 12.11.2021 * , учредитель до 22.11.2024 * ; - генеральный директор до 08.09.2020 * ) ООО ""АТЛАНТИК КРАБ"" ( АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация; ООО ""ПРИМКРАБ"" - учредитель; - генеральный директор до 12.11.2021 * , учредитель до 22.11.2024 * ; - генеральный директор до 17.09.2020 * ) ( АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация; ООО ""ПРИМКРАБ"" - учредитель; - генеральный директор до 12.11.2021 * , учредитель до 22.11.2024 * ; - генеральный директор до 08.09.2020 * ) ООО ""ВЛАДКРАБ"" ( АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация; ООО ""ПРИМКРАБ"" - учредитель; - учредитель до 22.11.2024 * ) ООО ""ПОЛЯРНЫЙ ЛОСОСЬ"" ( АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация; ООО ""ПРИМКРАБ"" - учредитель) ( АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация; ООО ""ПРИМКРАБ"" - учредитель) ООО ""АРКТИЧЕСКИЙ ЛОСОСЬ"" ( АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация; ООО ""ПРИМКРАБ"" - учредитель) АО ""Т-КРАБ"" ( АО ""РУССКИЙ КРАБ"" - управляющая организация; - генеральный директор до 12.11.2021 * ; - генеральный директор до 08.09.2020 * ) (генеральный директор АО ""РУССКИЙ КРАБ"" ) ООО ""БЕРИНГ КРАБ"" ( - учредитель до 23.06.2025 * , управляющая организация до 02.07.2025 * ; - учредитель до 23.06.2025 * ; - учредитель до 22.11.2024 * ) ООО ""СИРИУС"" ( - генеральный директор, учредитель) ( - учредитель до 03.11.2022 * ; - учредитель) ООО ""ГК ФСК"" ( - генеральный директор) (генеральный директор ООО ""ПРИМКРАБ"" до 17.09.2024 * ) (генеральный директор ООО ""ПРИМКРАБ"" до 02.08.2019 * ) (генеральный директор ООО ""ПРИМКРАБ"" до 27.12.2018 * ) ООО ""СУПЕР ПИЦЦА"" ( - учредитель) (учредитель ООО ""ПРИМКРАБ"" до 14.11.2022 * ) (учредитель ООО ""ПРИМКРАБ"" до 14.11.2022 * ) (учредитель ООО ""ПРИМКРАБ"" до 14.11.2022 * ) (учредитель ООО ""ПРИМКРАБ"" до 14.11.2022 * ) (учредитель ООО ""ПРИМКРАБ"" до 23.11.2018 * ) (учредитель ООО ""ПРИМКРАБ"" до 04.04.2018 * ) ( - учредитель) ООО ""РУССКАЯ РЫБОПРОМЫШЛЕННАЯ КОМПАНИЯ"" ( - учредитель до 14.11.2022 * ; - учредитель до 19.12.2022 * ) ООО ""ФСК ПРОГРЕСС"" ( - учредитель до 14.06.2023 * , генеральный директор до 03.07.2023 * ) ( - учредитель до 25.04.2024 * ) ООО ""ВЕНЕД"" (ликвидир. 16.06.2021) ( - учредитель) ООО ""КЕМБР"" (ликвидир. 15.03.2019) ( - учредитель) ( - учредитель) ООО ""ЛОГИСТИК КРАБ"" (ликвидир. 06.05.2024) ( - учредитель) показать ещё 7 организаций, в которых Сапожников Александр Анатольевич - учредитель ООО ""ФСК ""ЛИДЕР"" ( - генеральный директор до 15.11.2024 * ) ООО ""ФСКЗ ГП"" ( - генеральный директор до 15.11.2024 * ) ( - генеральный директор до 08.11.2024 * ) ООО ""ФСК АКТИВЫ"" ( - генеральный директор до 14.08.2025 * ) ООО ""БЕТОНСТРОЙХОЛДИНГ"" ( - генеральный директор до 31.03.2025 * ) ( - генеральный директор до 11.08.2023 * ) ЗАО ""ПРОТОС"" (ликвидир. 10.10.2016) ( - генеральный директор) ООО ""ГЕРМЕС"" ( - учредитель до 07.11.2019 * ) ( - учредитель до 29.12.2020 * ) ООО ""РМД ЮВА 1"" ( - учредитель до 09.09.2022 * ) (учредитель ООО ""ПРИМКРАБ"" до 24.04.2024 * ; - учредитель до 19.12.2022 * ) ( - учредитель) ООО ""ИНФО-НОРД ХОЛДИНГ"" (ликвидир. 24.06.2019) ( - учредитель) ООО ""РМД - ЗАРУБЕЖНЫЕ ИНВЕСТИЦИИ"" (ликвидир. 20.05.2020) ( - учредитель) ( - учредитель) ООО ""ГРИМ РОК ИНВЕСТ"" (ликвидир. 04.03.2007) ( - учредитель) АО ""РКВ ИНВЕСТ"" (ликвидир. 28.10.2020) ( - генеральный директор до 31.07.2020 * )"
2536322596,"ООО ""ПРИМОРСКОЕ-Т""",,,,НИКОЛАЕНКО ПАВЕЛ АЛЕКСАНДРОВИЧ
2536324554,"ООО ""В-КРАБ""",,,,"( ООО ""ПРИМКРАБ"" - учредитель; АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация; правопреемник АО ""Т-КРАБ"" ; - генеральный директор до 12.11.2021 * , учредитель до 22.11.2024 * ; - генеральный директор до 08.09.2020 * ; - учредитель до 16.02.2022 * ) ООО ""С-КРАБ"" ( ООО ""ПРИМКРАБ"" - учредитель; АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация; правопреемник АО ""Т-КРАБ"" ; - генеральный директор до 12.11.2021 * , учредитель до 22.11.2024 * ; - генеральный директор до 08.09.2020 * ; - учредитель до 17.02.2022 * ) ООО ""ПАСИФИК КРАБ"" ( ООО ""ПРИМКРАБ"" - учредитель; АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация; - генеральный директор до 12.11.2021 * , учредитель до 22.11.2024 * ; - генеральный директор до 17.09.2020 * ) ( ООО ""ПРИМКРАБ"" - учредитель; АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация; - генеральный директор до 07.10.2022 * , учредитель до 22.11.2024 * ; - генеральный директор до 08.09.2020 * ) ООО ""КАМЧАТКА КРАБ"" ( ООО ""ПРИМКРАБ"" - учредитель; АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация; - генеральный директор до 12.11.2021 * , учредитель до 22.11.2024 * ; - генеральный директор до 17.09.2020 * ) ООО ""АТЛАНТИК КРАБ"" ( ООО ""ПРИМКРАБ"" - учредитель; АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация; - генеральный директор до 12.11.2021 * , учредитель до 22.11.2024 * ; - генеральный директор до 17.09.2020 * ) ( ООО ""ПРИМКРАБ"" - учредитель; АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация; - генеральный директор до 12.10.2022 * , учредитель до 22.11.2024 * ; - генеральный директор до 08.10.2020 * ) ООО ""ВЛАДКРАБ"" ( ООО ""ПРИМКРАБ"" - учредитель; АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация; - учредитель до 22.11.2024 * ) ООО ""ПОЛЯРНЫЙ ЛОСОСЬ"" ( ООО ""ПРИМКРАБ"" - учредитель; АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация) ( ООО ""ПРИМКРАБ"" - учредитель; АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация) ООО ""АРКТИЧЕСКИЙ ЛОСОСЬ"" ( ООО ""ПРИМКРАБ"" - учредитель; АО ""РУССКИЙ КРАБ"" - учредитель, управляющая организация) Горячев Сергей Станиславович (генеральный директор АО ""РУССКИЙ КРАБ"" ) ( - учредитель до 23.06.2025 * ; - учредитель до 23.06.2025 * , управляющая организация до 02.07.2025 * ; - учредитель до 22.11.2024 * ) ООО ""СИРИУС"" ( - генеральный директор, учредитель) (генеральный директор ООО ""ПРИМКРАБ"" до 17.09.2024 * ) (генеральный директор ООО ""ПРИМКРАБ"" до 02.08.2019 * ) (генеральный директор ООО ""ПРИМКРАБ"" до 27.12.2018 * ) (учредитель ООО ""ПРИМКРАБ"" до 24.08.2023 * ) (учредитель ООО ""ПРИМКРАБ"" до 14.11.2022 * ) (учредитель ООО ""ПРИМКРАБ"" до 14.11.2022 * ) (учредитель ООО ""ПРИМКРАБ"" до 14.11.2022 * ) (учредитель ООО ""ПРИМКРАБ"" до 14.11.2022 * ) (учредитель ООО ""ПРИМКРАБ"" до 23.11.2018 * ) (учредитель ООО ""ПРИМКРАБ"" до 04.04.2018 * ) ( - учредитель до 14.11.2022 * ; управляющая организация АО ТУРНИФ ) (генеральный директор АО ""Т-КРАБ"" до 16.04.2020 * ; генеральный директор АО ТУРНИФ до 08.06.2022 * ) (генеральный директор АО ""Т-КРАБ"" до 09.10.2019 * ; генеральный директор АО ТУРНИФ до 09.10.2019 * ) ( - генеральный директор) ООО ""СУПЕР ПИЦЦА"" ( - учредитель) ООО ""42 ПРИЧАЛ"" ( - учредитель) ( - учредитель до 20.02.2020 * ) ООО ""НОВОСТРОЙ"" ( - учредитель до 13.01.2020 * ) ""АССОЦИАЦИЯ ДОБЫТЧИКОВ МИНТАЯ"" ( - учредитель до 06.10.2021 * ) ( - учредитель до 06.10.2021 * ) показать ещё 13 дочерних организаций АО ТУРНИФ (правопреемник АО ТУРНИФ ) ООО ""ФСК ПРОГРЕСС"" ( - учредитель до 14.06.2023 * , генеральный директор до 03.07.2023 * ) ООО ""ЭЛЬБРУС ПАРТНЕРС"" ( - учредитель до 25.04.2024 * ) ( - учредитель до 03.11.2022 * ) ООО ""ВЕНЕД"" (ликвидир. 16.06.2021) ( - учредитель) ООО ""КЕМБР"" (ликвидир. 15.03.2019) ( - учредитель) ( - учредитель) показать ещё 8 организаций, в которых Сапожников Александр Анатольевич - учредитель ООО ""ФСК ""ЛИДЕР"" ( - генеральный директор до 15.11.2024 * ) ООО ""ФСКЗ ГП"" ( - генеральный директор до 15.11.2024 * ) ( - генеральный директор до 08.11.2024 * ) ООО ""ФСК АКТИВЫ"" ( - генеральный директор до 14.08.2025 * ) ООО ""БЕТОНСТРОЙХОЛДИНГ"" ( - генеральный директор до 31.03.2025 * ) ( - генеральный директор до 11.08.2023 * ) ЗАО ""ПРОТОС"" (ликвидир. 10.10.2016) ( - генеральный директор) ООО ""ГЕРМЕС"" ( - учредитель до 07.11.2019 * ) ( - учредитель до 29.12.2020 * ) (учредитель ООО ""ПРИМКРАБ"" до 24.04.2024 * ) (учредитель АО ТУРНИФ до 28.09.2021 * ) (учредитель АО ТУРНИФ до 28.09.2021 * ) (учредитель АО ТУРНИФ до 28.09.2021 * ) (учредитель АО ТУРНИФ до 28.09.2021 * ) (учредитель АО ТУРНИФ до 28.09.2021 * ) (учредитель АО ТУРНИФ до 28.09.2021 * ) (учредитель АО ТУРНИФ до 28.09.2021 * ) ООО ""ТОРГОВЫЙ ДОМ ТУРНИФ"" (ликвидир. 25.08.2020) ( - учредитель, правопреемник) ООО ""МАКРУРУС-Т"" (ликвидир. 30.01.2026) ( - правопредшественник, правопреемник) ( - учредитель) ООО ""МИНТАЙ-Т"" (ликвидир. 23.05.2025) ( - правопредшественник) ( - правопредшественник) ООО ""ТРЕСКА-Т"" (ликвидир. 25.09.2020) ( - правопредшественник) ЗАО ""ТРЕЙД ИНВЕСТ"" (ликвидир. 23.06.2014) ( - правопреемник) ( - правопреемник) ЗАО ""ПРИМ-АКТИВ"" (ликвидир. 23.06.2014) ( - правопреемник) АО ""РКВ ИНВЕСТ"" (ликвидир. 28.10.2020) ( - генеральный директор до 31.07.2020 * ) (учредитель АО ТУРНИФ до 28.09.2021 * )"
2536324579,"ООО ""П-КРАБ""",,,,
2536334993,"ООО ""ВЛАДКРАБ""",,,,
2536335002,"ООО ""БЕРИНГ КРАБ""",,,,ГОРЯЧЕВ СЕРГЕЙ СТАНИСЛАВОВИЧ
2536337024,"ООО ""МОРСКОЙ БРИЗ 2""",ГК РРПК,,,
2536341912,"ООО ""СЕЛЬДЬ-Д""",,,,
2536341920,"ООО ""СЕЛЬДЬ-В""",ГК РРПК,,,
2536347343,"ООО ""МИНТАЙ-Т""",ГК РРПК,,,
2536347350,"Проверка контрагента по ИНН – больше, чем выписка из ЕГРЮЛ",ГК РРПК,,,
2536347368,"ООО ""СЕЛЬДЬ-ВРП""",ГК РРПК,,"Конфликт групп по директору (РЕКАСОВ ВЛАДИМИР ВАСИЛЬЕВИЧ): ГК РРПК, Сигма-Марин; Конфликт групп по директору (РЕКАСОВ ВЛАДИМИР ВАСИЛЬЕВИЧ): ГК РРПК, Сигма-Марин; Конфликт групп по директору (РЕКАСОВ ВЛАДИМИР ВАСИЛЬЕВИЧ): ГК РРПК, Сигма-Марин; Конфликт групп по директору (РЕКАСОВ ВЛАДИМИР ВАСИЛЬЕВИЧ): ГК РРПК, Сигма-Марин; Конфликт групп по директору (РЕКАСОВ ВЛАДИМИР ВАСИЛЬЕВИЧ): ГК РРПК, Сигма-Марин; Конфликт групп по директору (РЕКАСОВ ВЛАДИМИР ВАСИЛЬЕВИЧ): ГК РРПК, Сигма-Марин; Конфликт групп по директору (РЕКАСОВ ВЛАДИМИР ВАСИЛЬЕВИЧ): ГК РРПК, Сигма-Марин; Конфликт групп по директору (РЕКАСОВ ВЛАДИМИР ВАСИЛЬЕВИЧ): ГК РРПК, Сигма-Марин; Конфликт групп по директору (РЕКАСОВ ВЛАДИМИР ВАСИЛЬЕВИЧ): ГК РРПК, Сигма-Марин",РЕКАСОВ ВЛАДИМИР ВАСИЛЬЕВИЧ
2536347375,"ООО ""МИНТАЙ-РМ""",,,,
2536347382,"ООО ""СЕЛЬДЬ-Т""",ГК РРПК,,"Конфликт групп по директору (РЕКАСОВ ВЛАДИМИР ВАСИЛЬЕВИЧ): ГК РРПК, Сигма-Марин; Конфликт групп по директору (РЕКАСОВ ВЛАДИМИР ВАСИЛЬЕВИЧ): ГК РРПК, Сигма-Марин; Конфликт групп по директору (РЕКАСОВ ВЛАДИМИР ВАСИЛЬЕВИЧ): ГК РРПК, Сигма-Марин; Конфликт групп по директору (РЕКАСОВ ВЛАДИМИР ВАСИЛЬЕВИЧ): ГК РРПК, Сигма-Марин; Конфликт групп по директору (РЕКАСОВ ВЛАДИМИР ВАСИЛЬЕВИЧ): ГК РРПК, Сигма-Марин; Конфликт групп по директору (РЕКАСОВ ВЛАДИМИР ВАСИЛЬЕВИЧ): ГК РРПК, Сигма-Марин; Конфликт групп по директору (РЕКАСОВ ВЛАДИМИР ВАСИЛЬЕВИЧ): ГК РРПК, Сигма-Марин; Конфликт групп по директору (РЕКАСОВ ВЛАДИМИР ВАСИЛЬЕВИЧ): ГК РРПК, Сигма-Марин; Конфликт групп по директору (РЕКАСОВ ВЛАДИМИР ВАСИЛЬЕВИЧ): ГК РРПК, Сигма-Марин",РЕКАСОВ ВЛАДИМИР ВАСИЛЬЕВИЧ
